User_ID,Gender,Age,Occupation
1002664,m,36-45,7
1002665,m,36-45,11
1002666,m,46-50,16
1002668,f,26-35,4
1002669,m,46-50,0
1002670,m,36-45,6
1002671,f,36-45,12
1002672,m,36-45,7
1002673,m,36-45,7
1002674,m,26-35,4
1002675,m,36-45,18
1002676,m,55+,20
1002678,m,26-35,6
1002679,f,18-25,4
1002680,m,26-35,12
1002681,f,26-35,4
1002682,m,18-25,4
1002683,m,36-45,7
1002684,f,18-25,0
1002685,m,46-50,7
1002686,m,26-35,0
1002687,m,0-17,10
1002688,m,26-35,17
1002689,m,26-35,12
1002691,m,18-25,4
1002692,f,18-25,4
1002693,m,55+,13
1002694,m,18-25,4
1002695,m,36-45,11
1002696,m,26-35,7
1002697,f,51-55,17
1002699,f,55+,13
1002700,m,26-35,7
1002701,m,46-50,1
1002703,m,36-45,11
1002704,m,55+,13
1002705,m,26-35,1
1002706,f,26-35,1
1002707,m,55+,13
1002710,m,36-45,17
1002711,f,26-35,4
1002712,f,18-25,19
1002713,m,26-35,7
1002714,m,18-25,4
1002715,f,51-55,4
1002717,m,26-35,4
1002718,f,26-35,4
1002719,m,26-35,12
1002720,m,36-45,0
1002724,f,46-50,2
1002725,m,36-45,7
1002726,m,46-50,11
1002727,m,26-35,11
1002728,m,36-45,12
1002729,m,51-55,7
1002730,m,36-45,11
1002731,m,36-45,7
1002732,m,46-50,17
1002733,m,46-50,17
1002734,f,18-25,4
1002735,m,26-35,7
1002736,m,46-50,12
1002737,m,26-35,3
1002738,f,51-55,2
1002740,m,46-50,17
1002741,m,26-35,14
1002742,m,26-35,17
1002743,m,26-35,14
1002744,m,18-25,17
1002745,f,36-45,1
1002747,f,18-25,4
1002748,m,26-35,4
1002749,m,26-35,12
1002750,f,26-35,15
1002751,f,26-35,16
1002752,m,26-35,15
1002753,f,51-55,20
1002754,m,51-55,12
1002755,m,36-45,7
1002756,m,18-25,4
1002757,m,26-35,2
1002760,m,55+,0
1002761,m,36-45,6
1002762,m,51-55,16
1002763,f,18-25,4
1002764,m,26-35,7
1002765,m,51-55,7
1002766,m,46-50,7
1002767,m,26-35,0
1002768,m,26-35,17
1002769,m,26-35,7
1002770,m,36-45,1
1002771,m,18-25,1
1002772,m,36-45,17
1002773,m,36-45,2
1002774,m,26-35,1
1002775,f,18-25,4
1002776,m,26-35,14
1002777,m,18-25,4
1002778,m,55+,13
1002779,m,36-45,7
1002780,m,26-35,17
1002781,m,36-45,4
1002782,f,18-25,4
1002783,m,46-50,17
1002784,m,51-55,20
1002785,m,55+,13
1002786,m,26-35,4
1002787,m,26-35,4
1002788,m,55+,1
1002789,m,18-25,4
1002790,m,26-35,20
1002792,m,18-25,4
1002793,m,36-45,7
1002794,m,26-35,2
1002795,m,51-55,13
1002796,m,26-35,14
1002797,f,26-35,7
1002798,m,36-45,20
1002799,m,18-25,0
1002800,f,18-25,4
1002801,f,26-35,3
1002802,m,36-45,20
1002803,m,26-35,7
1002804,f,36-45,0
1002806,m,0-17,10
1002807,f,36-45,11
1002808,m,55+,16
1002809,m,26-35,7
1002810,f,0-17,10
1002811,m,26-35,19
1002812,m,26-35,17
1002813,m,26-35,20
1002814,m,36-45,7
1002817,m,36-45,12
1002818,m,26-35,12
1002819,m,46-50,14
1002820,f,36-45,0
1002822,m,51-55,7
1002823,m,26-35,4
1002824,m,18-25,4
1002825,f,26-35,20
1002826,m,36-45,12
1002828,m,18-25,4
1002830,m,36-45,7
1002831,m,26-35,0
1002832,m,26-35,17
1002833,m,26-35,15
1002834,m,36-45,1
1002835,m,36-45,20
1002837,m,18-25,0
1002838,m,18-25,1
1002839,m,26-35,17
1002840,m,26-35,0
1002841,m,51-55,12
1002842,m,36-45,17
1002844,m,26-35,20
1002845,m,26-35,4
1002846,f,18-25,4
1002847,m,18-25,4
1002848,m,26-35,0
1002849,m,46-50,11
1002852,m,26-35,12
1002853,m,0-17,1
1002854,f,18-25,4
1002855,m,26-35,4
1002856,m,36-45,11
1002857,m,26-35,0
1002858,f,0-17,10
1002859,m,18-25,1
1002860,m,36-45,17
1002861,m,26-35,15
1002862,m,46-50,7
1002863,f,26-35,2
1002864,f,36-45,3
1002865,f,26-35,6
1002866,m,26-35,7
1002868,m,36-45,12
1002869,m,51-55,17
1002870,m,51-55,18
1002872,m,26-35,20
1002873,f,18-25,4
1002874,f,36-45,20
1002876,m,26-35,17
1002877,m,36-45,1
1002878,f,51-55,20
1002879,m,18-25,4
1002880,m,18-25,12
1002881,f,26-35,12
1002882,m,18-25,20
1002883,m,18-25,20
1002884,f,51-55,3
1002885,f,18-25,1
1002886,m,18-25,4
1002887,m,26-35,3
1002888,m,26-35,14
1002889,m,36-45,3
1002890,m,36-45,7
1002891,f,18-25,4
1002892,m,26-35,4
1002894,m,18-25,4
1002895,m,26-35,11
1002896,m,18-25,14
1002897,m,26-35,5
1002899,m,36-45,14
1002900,m,18-25,12
1002901,m,26-35,17
1002903,m,26-35,16
1002904,m,26-35,4
1002905,m,36-45,17
1002906,m,36-45,19
1002907,f,36-45,5
1002908,m,18-25,2
1002909,m,26-35,7
1002910,m,0-17,19
1002911,f,26-35,4
1002913,f,36-45,20
1002914,m,26-35,4
1002915,m,26-35,7
1002916,m,46-50,2
1002917,m,26-35,0
1002918,m,26-35,12
1002919,m,18-25,17
1002920,m,26-35,2
1002921,m,51-55,1
1002922,m,26-35,17
1002926,f,18-25,2
1002927,m,26-35,12
1002928,m,26-35,2
1002929,m,18-25,2
1002930,m,51-55,17
1002931,m,18-25,4
1002933,m,36-45,11
1002934,f,36-45,20
1002935,m,26-35,0
1002937,f,18-25,4
1002938,f,26-35,0
1002939,f,26-35,15
1002941,m,36-45,12
1002942,f,51-55,1
1002943,m,36-45,12
1002945,f,36-45,17
1002946,m,36-45,16
1002947,f,26-35,0
1002948,m,18-25,14
1002949,m,26-35,17
1002950,m,18-25,0
1002951,f,36-45,14
1002952,m,26-35,4
1002953,m,26-35,20
1002954,m,18-25,2
1002955,m,36-45,14
1002956,m,26-35,12
1002957,m,18-25,4
1002958,m,26-35,7
1002959,m,36-45,17
1002960,m,18-25,4
1002961,m,51-55,17
1002962,m,36-45,3
1002963,f,18-25,4
1002966,f,26-35,4
1002967,m,26-35,0
1002968,f,18-25,0
1002969,m,26-35,7
1002970,m,18-25,4
1002971,m,26-35,4
1002972,m,26-35,4
1002973,f,18-25,4
1002974,m,18-25,4
1002975,m,36-45,11
1002977,f,18-25,4
1002978,m,36-45,20
1002980,m,46-50,7
1002981,m,46-50,6
1002982,m,26-35,4
1002983,m,18-25,4
1002984,m,26-35,4
1002985,m,18-25,4
1002986,m,26-35,4
1002987,m,18-25,4
1002988,f,18-25,6
1002989,m,36-45,12
1002990,m,36-45,12
1002991,m,51-55,1
1002992,m,18-25,4
1002993,m,18-25,19
1002994,m,36-45,5
1002995,m,26-35,15
1002996,m,18-25,0
1002997,f,36-45,16
1002998,f,26-35,1
1002999,m,26-35,7
1003000,m,26-35,4
1003001,m,18-25,4
1003002,m,46-50,11
1003003,m,18-25,15
1003004,f,18-25,4
1003005,m,26-35,17
1003006,m,18-25,4
1003007,m,36-45,0
1003008,m,18-25,4
1003010,m,26-35,12
1003011,m,26-35,1
1003012,m,26-35,12
1003013,m,46-50,17
1003014,m,36-45,7
1003015,m,55+,6
1003017,f,36-45,9
1003018,m,36-45,0
1003019,m,51-55,12
1003020,f,36-45,7
1003022,m,26-35,17
1003023,f,26-35,7
1003024,m,36-45,17
1003025,f,36-45,0
1003026,f,18-25,4
1003027,m,18-25,4
1003028,m,0-17,10
1003029,m,18-25,4
1003030,m,36-45,1
1003031,m,18-25,4
1003032,m,26-35,0
1003033,m,18-25,4
1003034,f,18-25,1
1003035,f,26-35,7
1003036,m,55+,13
1003037,f,26-35,2
1003038,f,36-45,2
1003039,f,51-55,3
1003040,m,26-35,8
1003041,m,26-35,4
1003042,m,55+,1
1003043,m,18-25,2
1003044,m,36-45,16
1003045,m,46-50,1
1003046,m,0-17,4
1003047,f,26-35,4
1003048,m,18-25,2
1003049,f,51-55,0
1003050,m,36-45,12
1003051,m,18-25,17
1003052,m,36-45,12
1003053,f,26-35,3
1003054,m,18-25,4
1003055,f,26-35,3
1003056,m,26-35,18
1003057,f,26-35,12
1003058,m,18-25,12
1003059,m,36-45,0
1003060,f,36-45,1
1003061,m,46-50,2
1003062,m,18-25,4
1003063,m,18-25,4
1003064,m,36-45,17
1003065,f,18-25,4
1003066,m,18-25,4
1003067,f,26-35,0
1003069,m,18-25,4
1003070,f,18-25,4
1003071,m,26-35,1
1003072,m,51-55,1
1003073,m,26-35,0
1003074,m,26-35,0
1003075,f,26-35,11
1003077,m,18-25,4
1003078,f,36-45,1
1003079,f,26-35,1
1003080,m,26-35,20
1003081,m,26-35,7
1003082,f,36-45,6
1003083,f,51-55,0
1003084,m,26-35,16
1003085,m,26-35,4
1003086,m,18-25,12
1003087,f,0-17,1
1003089,m,46-50,16
1003090,m,26-35,2
1003091,f,26-35,0
1003092,m,36-45,15
1003093,f,46-50,20
1003094,m,36-45,0
1003095,f,26-35,3
1003096,f,46-50,3
1003097,f,26-35,5
1003098,m,26-35,4
1003099,m,26-35,17
1003100,f,26-35,6
1003101,m,18-25,15
1003102,m,26-35,12
1003104,m,18-25,17
1003105,m,36-45,12
1003106,m,26-35,0
1003108,m,51-55,6
1003109,f,26-35,11
1003110,m,26-35,0
1003111,m,18-25,4
1003112,m,18-25,12
1003113,m,26-35,10
1003114,m,18-25,5
1003115,m,36-45,17
1003116,m,26-35,12
1003118,m,26-35,0
1003119,m,46-50,1
1003121,m,26-35,2
1003122,f,26-35,7
1003123,m,26-35,2
1003124,m,26-35,12
1003125,m,26-35,7
1003126,m,26-35,2
1003127,f,26-35,0
1003128,m,18-25,2
1003129,m,26-35,7
1003130,m,26-35,7
1003131,f,26-35,2
1003132,m,36-45,7
1003134,m,18-25,4
1003135,m,26-35,15
1003136,f,26-35,4
1003138,m,36-45,17
1003140,f,26-35,4
1003141,m,26-35,14
1003142,m,26-35,20
1003143,f,51-55,16
1003144,f,26-35,7
1003145,m,18-25,4
1003146,m,26-35,0
1003147,m,26-35,14
1003148,m,18-25,20
1003149,m,18-25,4
1003150,f,26-35,3
1003151,f,26-35,0
1003152,m,18-25,4
1003153,f,26-35,4
1003154,f,26-35,4
1003155,m,26-35,7
1003156,m,36-45,7
1003157,m,26-35,12
1003158,m,26-35,15
1003159,f,26-35,15
1003160,m,26-35,17
1003161,m,26-35,7
1003164,m,18-25,12
1003165,m,36-45,7
1003166,m,18-25,4
1003167,m,26-35,2
1003168,f,36-45,5
1003169,m,51-55,0
1003170,m,26-35,0
1003171,f,51-55,3
1003172,m,18-25,12
1003173,m,26-35,12
1003174,f,18-25,14
1003175,m,36-45,16
1003177,f,26-35,6
1003178,f,36-45,5
1003180,m,26-35,14
1003182,m,26-35,12
1003183,m,51-55,7
1003184,f,26-35,18
1003185,m,18-25,7
1003187,m,36-45,12
1003189,m,26-35,16
1003190,m,0-17,17
1003191,m,26-35,12
1003192,m,18-25,4
1003193,m,26-35,0
1003194,m,26-35,15
1003195,m,18-25,4
1003196,f,18-25,4
1003197,f,18-25,14
1003198,m,26-35,12
1003199,m,18-25,0
1003200,f,26-35,1
1003201,m,46-50,7
1003202,f,18-25,4
1003203,m,36-45,0
1003204,m,46-50,16
1003205,f,36-45,16
1003206,m,18-25,20
1003207,m,36-45,7
1003208,m,26-35,14
1003209,m,26-35,0
1003211,m,51-55,16
1003212,f,26-35,17
1003213,f,26-35,1
1003215,f,51-55,13
1003216,m,36-45,1
1003217,f,36-45,0
1003218,m,55+,6
1003219,f,18-25,4
1003220,m,36-45,7
1003222,m,36-45,7
1003223,m,26-35,20
1003224,f,26-35,14
1003225,m,18-25,0
1003226,m,36-45,4
1003227,f,26-35,14
1003229,f,55+,1
1003230,m,36-45,16
1003231,m,26-35,7
1003232,m,36-45,12
1003233,m,51-55,2
1003234,f,0-17,0
1003237,m,36-45,7
1003238,m,36-45,7
1003239,f,26-35,12
1003240,m,18-25,4
1003241,f,51-55,0
1003242,m,51-55,13
1003243,m,26-35,12
1003245,m,18-25,2
1003246,f,36-45,1
1003248,f,26-35,7
1003249,f,26-35,4
1003250,m,26-35,4
1003251,m,36-45,17
1003253,f,36-45,4
1003254,f,36-45,6
1003256,m,26-35,15
1003257,m,26-35,14
1003258,m,46-50,6
1003259,f,18-25,4
1003260,m,26-35,4
1003261,m,46-50,20
1003262,m,26-35,14
1003263,m,51-55,11
1003264,f,26-35,1
1003265,m,26-35,15
1003266,f,26-35,4
1003267,m,26-35,4
1003268,m,26-35,12
1003269,f,18-25,20
1003270,m,18-25,11
1003272,m,36-45,0
1003274,m,26-35,20
1003277,m,26-35,17
1003278,m,36-45,7
1003279,m,46-50,15
1003280,m,26-35,7
1003281,m,26-35,17
1003282,m,46-50,3
1003283,m,36-45,16
1003285,m,26-35,4
1003286,f,36-45,7
1003288,m,26-35,14
1003290,m,26-35,14
1003291,f,26-35,7
1003292,f,51-55,6
1003294,m,18-25,4
1003295,m,18-25,18
1003296,m,18-25,14
1003297,m,18-25,4
1003299,f,26-35,4
1003300,m,36-45,5
1003301,f,26-35,2
1003302,m,26-35,17
1003303,m,55+,17
1003304,f,46-50,5
1003305,m,55+,20
1003306,m,46-50,14
1003308,f,18-25,20
1003309,m,26-35,17
1003311,m,26-35,4
1003312,f,18-25,4
1003313,m,36-45,20
1003314,m,26-35,7
1003315,m,26-35,12
1003316,m,0-17,19
1003317,m,26-35,4
1003318,m,55+,13
1003319,f,55+,13
1003320,m,26-35,1
1003321,m,36-45,1
1003322,f,18-25,4
1003323,m,36-45,14
1003324,m,36-45,17
1003326,m,46-50,7
1003327,m,18-25,12
1003328,m,55+,19
1003329,m,51-55,18
1003331,f,26-35,7
1003332,m,26-35,7
1003333,m,18-25,16
1003334,m,36-45,0
1003335,m,26-35,0
1003336,m,36-45,17
1003337,m,26-35,4
1003338,m,46-50,16
1003339,m,26-35,17
1003340,m,46-50,16
1003341,m,26-35,20
1003342,f,26-35,5
1003343,f,18-25,4
1003345,m,26-35,7
1003346,m,36-45,7
1003347,f,36-45,7
1003348,m,46-50,16
1003349,f,18-25,4
1003351,f,18-25,5
1003352,m,36-45,0
1003353,m,36-45,17
1003354,m,26-35,7
1003355,m,26-35,1
1003356,m,36-45,7
1003357,m,26-35,18
1003358,f,26-35,1
1003359,m,26-35,20
1003360,f,26-35,0
1003361,m,26-35,4
1003362,f,26-35,0
1003363,f,36-45,9
1003364,m,55+,13
1003365,m,51-55,17
1003366,m,36-45,14
1003367,m,51-55,16
1003368,m,26-35,14
1003370,m,18-25,4
1003371,m,26-35,2
1003372,m,55+,13
1003373,m,18-25,16
1003374,m,36-45,5
1003377,m,26-35,17
1003378,m,18-25,4
1003379,m,36-45,1
1003380,m,51-55,0
1003381,m,26-35,0
1003382,f,0-17,10
1003383,m,55+,16
1003384,m,36-45,7
1003385,f,26-35,9
1003386,m,18-25,4
1003387,m,18-25,1
1003389,m,18-25,0
1003390,f,46-50,20
1003391,m,18-25,4
1003392,m,51-55,6
1003393,m,36-45,12
1003394,m,36-45,7
1003395,m,26-35,7
1003396,m,26-35,12
1003397,m,26-35,5
1003398,m,18-25,20
1003399,m,26-35,4
1003400,m,26-35,14
1003401,m,36-45,7
1003402,m,36-45,20
1003403,m,36-45,5
1003404,m,26-35,8
1003405,m,36-45,14
1003408,m,26-35,17
1003410,m,36-45,1
1003411,m,18-25,4
1003412,m,26-35,18
1003413,f,26-35,17
1003414,m,26-35,17
1003415,m,36-45,7
1003416,m,26-35,12
1003417,f,18-25,2
1003418,f,18-25,3
1003419,m,46-50,1
1003420,f,26-35,7
1003422,m,26-35,5
1003423,m,26-35,7
1003424,m,26-35,6
1003425,m,18-25,20
1003426,m,26-35,20
1003427,m,26-35,14
1003428,m,46-50,1
1003429,f,26-35,7
1003430,f,46-50,1
1003431,f,46-50,6
1003432,m,26-35,12
1003433,m,18-25,12
1003434,m,18-25,4
1003435,m,46-50,1
1003436,m,36-45,0
1003438,f,26-35,0
1003439,m,18-25,17
1003440,m,55+,17
1003441,f,26-35,14
1003442,m,18-25,12
1003444,m,51-55,14
1003445,f,36-45,20
1003447,m,26-35,12
1003449,m,26-35,14
1003450,m,26-35,5
1003451,f,26-35,11
1003453,m,36-45,7
1003454,m,18-25,0
1003456,m,26-35,17
1003457,m,26-35,20
1003458,m,46-50,0
1003460,m,0-17,4
1003461,m,36-45,0
1003462,f,26-35,4
1003463,m,26-35,15
1003464,f,26-35,14
1003465,m,26-35,14
1003466,m,26-35,14
1003467,m,26-35,14
1003468,m,26-35,20
1003469,m,46-50,17
1003470,m,36-45,17
1003471,m,18-25,4
1003472,m,26-35,6
1003473,f,36-45,16
1003474,m,36-45,11
1003475,m,26-35,14
1003476,m,51-55,0
1003477,f,51-55,1
1003478,m,26-35,7
1003479,m,18-25,4
1003480,m,26-35,0
1003481,m,18-25,4
1003482,m,51-55,17
1003483,f,46-50,7
1003484,m,18-25,4
1003485,m,26-35,0
1003486,f,18-25,0
1003487,m,18-25,4
1003488,m,46-50,17
1003489,m,18-25,4
1003490,m,26-35,0
1003491,m,26-35,16
1003492,m,36-45,7
1003493,m,26-35,17
1003494,m,26-35,1
1003496,m,36-45,5
1003497,f,36-45,2
1003498,m,26-35,17
1003499,m,26-35,3
1003500,m,36-45,7
1003501,f,36-45,7
1003503,m,18-25,4
1003504,m,18-25,7
1003505,f,26-35,15
1003506,m,18-25,12
1003507,m,26-35,0
1003508,m,18-25,4
1003509,m,18-25,4
1003510,f,18-25,4
1003511,m,51-55,0
1003512,m,18-25,17
1003513,m,26-35,16
1003514,m,18-25,12
1003515,m,36-45,3
1003516,m,18-25,4
1003517,m,18-25,12
1003518,f,18-25,7
1003519,f,26-35,14
1003521,m,26-35,0
1003522,m,18-25,0
1003523,m,36-45,7
1003524,f,26-35,0
1003525,f,18-25,4
1003526,m,36-45,2
1003527,m,26-35,0
1003528,m,36-45,5
1003529,f,46-50,1
1003530,m,26-35,0
1003531,f,26-35,11
1003532,f,36-45,14
1003533,m,26-35,2
1003535,m,46-50,18
1003536,m,18-25,4
1003537,m,0-17,10
1003538,m,36-45,0
1003539,f,26-35,4
1003540,m,18-25,17
1003541,m,26-35,3
1003543,m,26-35,17
1003544,f,26-35,4
1003545,m,36-45,12
1003546,m,26-35,20
1003547,m,36-45,16
1003549,f,36-45,7
1003550,m,26-35,5
1003551,f,55+,0
1003552,f,36-45,2
1003553,m,36-45,16
1003554,m,26-35,15
1003555,m,55+,7
1003556,m,26-35,17
1003557,m,18-25,5
1003558,m,18-25,17
1003559,m,18-25,4
1003560,f,26-35,6
1003562,f,26-35,6
1003563,m,26-35,2
1003564,m,26-35,11
1003565,m,26-35,18
1003567,m,26-35,14
1003568,m,26-35,0
1003569,f,18-25,2
1003571,m,18-25,4
1003572,m,36-45,11
1003573,m,0-17,10
1003574,f,36-45,6
1003575,m,26-35,18
1003576,m,51-55,7
1003577,f,55+,0
1003578,m,51-55,3
1003579,m,18-25,0
1003580,f,18-25,3
1003581,m,18-25,1
1003582,f,36-45,0
1003583,f,26-35,9
1003585,m,36-45,20
1003586,m,36-45,20
1003588,m,26-35,2
1003589,f,46-50,0
1003590,f,18-25,15
1003591,m,36-45,6
1003592,f,55+,2
1003593,f,26-35,9
1003594,m,0-17,0
1003595,m,26-35,0
1003596,f,36-45,4
1003597,m,26-35,17
1003598,m,55+,1
1003599,m,26-35,16
1003600,m,36-45,20
1003601,f,36-45,3
1003603,f,36-45,7
1003604,f,0-17,10
1003605,m,18-25,12
1003606,f,26-35,15
1003607,m,36-45,17
1003608,f,36-45,9
1003609,f,26-35,17
1003610,m,18-25,6
1003611,m,26-35,2
1003612,m,26-35,14
1003613,m,26-35,0
1003614,m,26-35,0
1003615,m,26-35,17
1003616,m,46-50,0
1003618,m,55+,17
1003619,m,51-55,16
1003620,m,26-35,7
1003621,m,18-25,4
1003622,m,18-25,1
1003624,m,26-35,12
1003625,m,18-25,10
1003626,m,26-35,17
1003628,m,26-35,7
1003629,f,51-55,7
1003630,m,18-25,4
1003633,m,36-45,18
1003634,m,51-55,1
1003635,m,51-55,1
1003637,m,26-35,6
1003638,m,26-35,2
1003639,m,18-25,4
1003640,m,36-45,7
1003641,m,26-35,0
1003642,f,26-35,7
1003643,m,26-35,17
1003644,f,26-35,11
1003645,m,36-45,17
1003646,m,36-45,20
1003647,m,26-35,7
1003648,m,18-25,4
1003649,f,26-35,0
1003650,m,26-35,0
1003651,m,26-35,14
1003652,m,26-35,12
1003653,m,18-25,15
1003654,m,26-35,17
1003655,f,26-35,7
1003656,f,46-50,5
1003657,m,18-25,17
1003658,f,26-35,7
1003659,m,18-25,4
1003660,m,36-45,7
1003661,m,36-45,12
1003662,m,36-45,16
1003663,f,36-45,9
1003664,f,36-45,1
1003665,m,26-35,0
1003667,f,0-17,10
1003669,m,26-35,14
1003670,m,46-50,14
1003671,m,26-35,4
1003672,m,36-45,5
1003673,m,26-35,2
1003675,m,36-45,7
1003676,f,36-45,12
1003677,f,26-35,12
1003678,m,26-35,0
1003679,m,26-35,4
1003680,f,26-35,1
1003681,m,26-35,7
1003682,f,51-55,1
1003683,m,26-35,2
1003684,m,26-35,17
1003685,m,26-35,5
1003686,m,26-35,7
1003687,f,51-55,1
1003688,m,18-25,6
1003689,m,26-35,0
1003690,m,18-25,0
1003691,m,26-35,7
1003692,m,36-45,17
1003693,m,26-35,15
1003694,m,26-35,12
1003695,m,26-35,2
1003696,m,36-45,7
1003697,m,26-35,15
1003698,m,26-35,7
1003699,f,55+,3
1003700,m,26-35,14
1003701,m,36-45,1
1003702,m,36-45,15
1003703,m,18-25,12
1003704,f,36-45,0
1003705,m,46-50,7
1003706,m,26-35,12
1003707,f,18-25,0
1003708,m,55+,7
1003709,m,26-35,12
1003710,m,0-17,10
1003711,m,36-45,0
1003712,m,26-35,17
1003713,f,26-35,7
1003714,m,26-35,17
1003715,m,18-25,5
1003716,m,18-25,12
1003717,m,36-45,17
1003718,m,51-55,17
1003719,m,26-35,1
1003720,m,46-50,7
1003721,m,26-35,15
1003723,m,26-35,14
1003724,m,36-45,6
1003725,m,18-25,4
1003726,m,26-35,17
1003727,m,36-45,7
1003728,m,18-25,4
1003729,m,18-25,4
1003730,m,26-35,1
1003731,m,26-35,17
1003732,m,26-35,17
1003733,m,18-25,4
1003735,m,26-35,0
1003736,m,36-45,1
1003737,m,26-35,14
1003739,m,55+,11
1003740,m,18-25,5
1003741,m,26-35,0
1003742,m,26-35,0
1003743,f,36-45,7
1003744,m,26-35,0
1003745,f,26-35,9
1003746,m,26-35,5
1003747,m,46-50,13
1003748,m,18-25,4
1003749,f,26-35,0
1003750,f,18-25,4
1003751,f,36-45,12
1003752,f,18-25,1
1003753,m,26-35,7
1003754,m,55+,7
1003755,f,51-55,14
1003756,m,18-25,12
1003757,m,26-35,7
1003758,f,36-45,5
1003759,m,36-45,6
1003760,m,51-55,0
1003761,m,26-35,17
1003762,m,51-55,6
1003763,m,26-35,2
1003764,m,26-35,1
1003766,f,18-25,1
1003767,m,26-35,0
1003768,m,26-35,4
1003769,m,26-35,15
1003770,f,36-45,3
1003771,m,26-35,1
1003772,m,36-45,17
1003773,m,36-45,6
1003774,m,26-35,0
1003775,m,36-45,12
1003776,f,26-35,4
1003777,m,18-25,4
1003778,m,26-35,0
1003779,f,46-50,2
1003780,m,0-17,0
1003781,f,55+,11
1003782,f,26-35,0
1003784,f,26-35,1
1003785,f,26-35,20
1003787,f,26-35,0
1003788,f,18-25,0
1003789,f,26-35,0
1003790,f,26-35,17
1003791,m,51-55,18
1003792,m,26-35,6
1003793,m,18-25,4
1003794,f,18-25,4
1003795,f,18-25,4
1003796,m,46-50,14
1003797,m,26-35,7
1003798,m,26-35,7
1003799,m,18-25,0
1003800,m,18-25,1
1003801,m,18-25,12
1003802,m,18-25,0
1003804,m,26-35,6
1003805,f,36-45,1
1003806,m,18-25,4
1003807,f,36-45,19
1003808,m,26-35,7
1003810,m,51-55,7
1003811,m,26-35,15
1003812,m,36-45,17
1003814,m,26-35,15
1003815,m,26-35,17
1003816,f,26-35,3
1003817,m,36-45,3
1003819,m,26-35,12
1003820,m,26-35,17
1003821,m,26-35,20
1003822,m,46-50,20
1003823,m,55+,7
1003824,m,26-35,17
1003825,m,18-25,1
1003827,m,51-55,2
1003828,m,26-35,20
1003829,f,26-35,1
1003830,m,18-25,4
1003831,f,18-25,6
1003832,f,26-35,7
1003833,m,26-35,1
1003834,m,18-25,2
1003835,m,26-35,7
1003836,f,51-55,8
1003837,m,26-35,17
1003838,f,26-35,14
1003839,m,51-55,14
1003840,f,26-35,0
1003841,m,46-50,18
1003842,f,36-45,16
1003843,f,0-17,10
1003844,m,18-25,4
1003845,m,26-35,12
1003846,m,36-45,0
1003847,m,26-35,7
1003848,m,26-35,15
1003849,m,36-45,0
1003850,m,18-25,3
1003852,m,51-55,16
1003853,m,26-35,14
1003854,m,26-35,14
1003855,m,26-35,17
1003856,f,36-45,20
1003857,m,18-25,14
1003858,f,46-50,9
1003859,m,26-35,0
1003860,m,46-50,17
1003861,m,18-25,4
1003862,m,26-35,17
1003864,m,51-55,20
1003865,f,0-17,10
1003866,m,46-50,14
1003868,m,18-25,12
1003869,m,18-25,17
1003871,m,18-25,4
1003872,m,26-35,1
1003873,f,46-50,2
1003874,m,26-35,7
1003875,m,26-35,0
1003876,m,26-35,0
1003878,m,36-45,16
1003879,m,26-35,3
1003880,m,26-35,7
1003881,m,18-25,2
1003882,m,55+,14
1003884,m,18-25,4
1003885,m,26-35,12
1003886,m,36-45,7
1003887,m,18-25,4
1003888,m,46-50,17
1003889,m,46-50,6
1003890,m,18-25,4
1003891,f,55+,16
1003892,m,26-35,20
1003893,m,26-35,6
1003894,m,36-45,16
1003895,f,36-45,0
1003896,m,36-45,0
1003897,m,55+,17
1003898,m,46-50,11
1003900,f,26-35,14
1003901,m,18-25,14
1003902,m,26-35,5
1003903,m,26-35,0
1003904,m,0-17,10
1003905,m,26-35,17
1003906,m,51-55,17
1003907,f,18-25,14
1003908,m,26-35,0
1003909,m,18-25,17
1003910,m,26-35,20
1003912,m,26-35,4
1003913,m,18-25,17
1003914,m,36-45,4
1003916,m,26-35,4
1003917,f,36-45,9
1003918,m,26-35,18
1003919,m,46-50,0
1003920,m,36-45,17
1003921,m,26-35,14
1003922,m,18-25,4
1003923,m,36-45,2
1003924,m,51-55,12
1003925,m,26-35,12
1003927,f,26-35,16
1003928,m,26-35,0
1003929,m,26-35,5
1003930,m,55+,3
1003931,m,26-35,5
1003932,m,26-35,7
1003934,m,26-35,0
1003935,m,36-45,18
1003937,m,55+,2
1003938,m,26-35,2
1003939,m,46-50,7
1003940,m,36-45,20
1003941,m,46-50,17
1003942,m,18-25,4
1003943,f,36-45,7
1003944,f,36-45,16
1003945,f,46-50,1
1003946,f,26-35,12
1003947,m,26-35,0
1003948,f,46-50,12
1003949,m,46-50,0
1003950,m,26-35,4
1003951,f,18-25,4
1003952,f,46-50,1
1003953,m,26-35,12
1003954,m,18-25,4
1003955,m,36-45,0
1003956,m,26-35,0
1003957,m,36-45,11
1003958,m,46-50,7
1003960,f,36-45,14
1003961,m,26-35,1
1003962,f,55+,0
1003963,m,51-55,20
1003964,m,55+,16
1003965,m,18-25,11
1003966,m,26-35,0
1003967,f,18-25,2
1003968,m,26-35,2
1003970,f,26-35,2
1003971,f,18-25,4
1003972,f,26-35,6
1003973,m,26-35,7
1003974,m,36-45,0
1003975,f,26-35,5
1003976,f,26-35,0
1003977,m,36-45,14
1003978,m,36-45,13
1003979,f,51-55,9
1003980,m,26-35,4
1003981,f,46-50,0
